"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36317","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36317] Report(S000000[0100])","Entity[36317] Report(S000000[0200])","Entity[36317] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S000000","Line(00100)", ,"1","06/02/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36317","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36317] Report(S100000[0100])","Entity[36317] Report(S100000[0200])","Entity[36317] Report(S100000[0300])","Entity[36317] Report(S100000[0400])","Entity[36317] Report(S100000[0500])","Entity[36317] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00100)", ,"HOSPICE OF METRO DENVER","501 SOUTH CHERRY STREET","DENVER","CO","80246-1328", , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00200)", ,"ARAPAHOE", , , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00300)", ,"03/01/1978", , , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00400)", ,"01/01/1985","01/01/1997", , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00600)", ,"061504", , , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00700)", ,"2", , , , , , , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00800)", ,"483","20","1", ,"153","656", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(00900)", ,"151376","7577","34158","1110","15145","174098", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01000)", ,"395","16","16", ,"46","457", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01100)", ,"4501","829","289","78","1529","6859", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01200)", ,"156755","8442","34464","1188","16873","182070", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01300)", ,"2676","154","377","19","280","3110", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01400)", ,"11593", ,"19", , ,"11593", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01500)", ,"59","55","91","63","60","59", , , , , , , , , 
"hospc_2013_DATA",36317,"S100000","Line(01600)", ,"2237","129","234","14","234","2600", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
