"Entity[33940] Report(D000000)", , , , , ,"Entity[33940] Report(D000000[0100])","Entity[33940] Report(D000000[0200])","Entity[33940] Report(D000000[0300])","Entity[33940] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00100)", , , , ,"1615265"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00200)", , , , ,"11723"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00300)", , , , ,"138"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00400)", ,"10602"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00500)", ,"1460850"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00600)", , ,"648"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00700)", , ,"89288"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00800)", ,"4229"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(00900)", ,"582714"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(01000)", , ,"419"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(01100)", , ,"57734"
"HOSPC","hospc_2013_DATA",33940,"D000000","Line(01200)", , , ,"473"
