"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34034","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34034] Report(A000000[0000])","Entity[34034] Report(A000000[0100])","Entity[34034] Report(A000000[0200])","Entity[34034] Report(A000000[0300])","Entity[34034] Report(A000000[0400])","Entity[34034] Report(A000000[0500])","Entity[34034] Report(A000000[0600])","Entity[34034] Report(A000000[0700])","Entity[34034] Report(A000000[0800])","Entity[34034] Report(A000000[0900])","Entity[34034] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"194621","194621", ,"194621", ,"194621", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"52331","52331", ,"52331", ,"52331", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"24147","24147", ,"24147", ,"24147", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","41133","8704", , ,"168","50005", ,"50005", ,"50005", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","593523","125602","3240","72242","333076","1127683","-512","1127171","-51891","1075280", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","534902","113196","2751","203797","24555","879201", ,"879201", ,"879201", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01500)","1500PHYSICIAN SERVICES","30634","6483", ,"13243", ,"50360", ,"50360", ,"50360", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01600)","1600NURSING CARE","743672","157376","64187", ,"20688","985923", ,"985923", ,"985923", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"1864", ,"1864", ,"1864", ,"1864", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","153340","32450","12517", ,"7593","205900", ,"205900", ,"205900", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","89381","18915","10130", ,"404","118830", ,"118830", ,"118830", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02200)","2200DIETARY COUNSELING","545","115", , , ,"660", ,"660", ,"660", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","193209","40887","55809", ,"12253","302158", ,"302158", ,"302158", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"111976", ,"111976", ,"111976", ,"111976", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03030)","3030ANALGESICS", , , ,"85015", ,"85015", ,"85015", ,"85015", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"24801", ,"24801", ,"24801", ,"24801", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"165874", ,"165874", ,"165874", ,"165874", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"19967", ,"19967", ,"19967", ,"19967", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"1932", ,"1932", ,"1932", ,"1932", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"2571", ,"2571", ,"2571", ,"2571", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"50778", ,"50778", ,"50778", ,"50778", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34034,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"580", ,"580", ,"580", ,"580", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","16277","3444","37", ,"5713","25471", ,"25471", ,"25471", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"708", ,"903","1611", ,"1611", ,"1611", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"20074","20074", ,"20074", ,"20074", , , , , 
"hospc_2013_DATA",34034,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","104633","22142","7325","180847","27674","342621","512","343133","-180847","162286", , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34034","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
