"Entity[33890] Report(G000000)", , , , , ,"Entity[33890] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(00100)", ,"964"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(00400)", ,"541411"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(00800)", ,"453128"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(01100)", ,"995503"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(02300)", ,"381684"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(02400)", ,"161912"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(02700)", ,"219772"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(03100)", ,"22508"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(03200)", ,"22508"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(03300)", ,"1237783"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(03400)", ,"478807"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(04200)", ,"478807"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(04700)", ,"-1066244"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(04900)", ,"-1066244"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(05000)", ,"-587437"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(05100)", ,"1825220"
"HOSPC","hospc_2013_DATA",33890,"G000000","Line(05800)", ,"1825220"
"Entity[33890] Report(G100000)", , , , ,"Entity[33890] Report(G100000[0000])","Entity[33890] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(00100)", ,"588890"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(00200)", ,"-346921"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(00300)", ,"241969"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(00500)","NET CHANGE R/E","1583251"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(01000)", ,"1583251"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(01100)", ,"1825220"
"HOSPC","hospc_2013_DATA",33890,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[33890] Report(G200001)", , , , , ,"Entity[33890] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33890,"G200001","Line(00300)", ,"9854824"
"HOSPC","hospc_2013_DATA",33890,"G200001","Line(00500)", ,"955111"
"Entity[33890] Report(G200002)", , , , ,"Entity[33890] Report(G200002[0000])", ,"Entity[33890] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33890,"G200002","Line(00100)", , ,"10201745"
"HOSPC","hospc_2013_DATA",33890,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33890,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33890,"G200002","Line(01500)", , ,"10201745"
