"Entity[33853] Report(D000000)", , , , , ,"Entity[33853] Report(D000000[0100])","Entity[33853] Report(D000000[0200])","Entity[33853] Report(D000000[0300])","Entity[33853] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00100)", , , , ,"232282"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00200)", , , , ,"1563"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00300)", , , , ,"149"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00400)", ,"1550"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00500)", ,"230346"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00600)", , ,"4"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00700)", , ,"594"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00800)", ,"84"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(00900)", ,"12483"
"HOSPC","hospc_2013_DATA",33853,"D000000","Line(01200)", , , ,"9"
