"Entity[33829] Report(G000000)", , , , , ,"Entity[33829] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00100)", ,"2542"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00200)", ,"58500"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00300)", ,"193270"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00700)", ,"15604"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00800)", ,"7406"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(00900)", ,"4041"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(01100)", ,"281363"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(02100)", ,"7710"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(02700)", ,"7710"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(02800)", ,"52350"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03000)", ,"48350"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03200)", ,"100700"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03300)", ,"389773"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03400)", ,"3663"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03500)", ,"96543"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03600)", ,"9256"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(03800)", ,"4041"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(04100)", ,"193270"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(04200)", ,"306773"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(04300)", ,"24500"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(04700)", ,"58500"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(04900)", ,"83000"
"HOSPC","hospc_2013_DATA",33829,"G000000","Line(05000)", ,"389773"
