"Entity[33866] Report(D000000)", , , , , ,"Entity[33866] Report(D000000[0100])","Entity[33866] Report(D000000[0200])","Entity[33866] Report(D000000[0300])","Entity[33866] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00100)", , , , ,"3080044"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00200)", , , , ,"30099"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00300)", , , , ,"102"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00400)", ,"27900"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00500)", ,"2855007"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00600)", , ,"1213"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00700)", , ,"124126"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00800)", ,"7444"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(00900)", ,"761745"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(01000)", , ,"190"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(01100)", , ,"19443"
"HOSPC","hospc_2013_DATA",33866,"D000000","Line(01200)", , , ,"986"
