"Entity[33962] Report(B000000)", , , , ,"Entity[33962] Report(B000000[0000])","Entity[33962] Report(B000000[0100])","Entity[33962] Report(B000000[0200])","Entity[33962] Report(B000000[0300])", ,"Entity[33962] Report(B000000[0500])","Entity[33962] Report(B000000[0600])","Entity[33962] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00100)","1742909","1742909"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00101)","217942"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00102)","722875"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00200)","1305651", ,"1305651"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00201)","123955"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00202)","113394"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00300)","2671762", , ,"2671762"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00301)","926839"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00302)","513607"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00500)","1302959", , , , ,"1302959"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(00600)","15592213","1665025","1247306","2552370", ,"654555","21711469"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01000)","2441645", , , , , ,"649529","3091174"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01001)","5500531", , , , ,"93388","1825610","8688265"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01002)","6702401", , , , ,"141414","2179694","10373385"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01100)","89745", , , , , ,"23874","113619"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01500)","3833881", , , , , ,"1019893","4853774"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01600)","21988746", , , , ,"290253","5926667","28205666"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01620)","4918866", , , , , ,"1308522","6227388"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01700)","341064", , , , , ,"90730","431794"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01800)","17905", , , , , ,"4763","22668"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01801)","118571", , , , , ,"31542","150113"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01802)","220566", , , , , ,"58675","279241"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(01900)","17331", , , , , ,"4610","21941"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(02000)","5545987", , , , , ,"1475349","7021336"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(02100)","1052511", , , , , ,"279990","1332501"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(02200)","10243", , , , , ,"2725","12968"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(02400)","5048260", , , , , ,"1342943","6391203"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(02420)","116512", , , , , ,"30995","147507"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03000)","6444244", , , , ,"87015","1737452","8268711"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03030)","651008", , , , , ,"173182","824190"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03031)","112289", , , , , ,"29871","142160"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03100)","1575049", , , , , ,"418996","1994045"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03200)","676707", , , , , ,"180018","856725"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03300)","313840", , , , , ,"83488","397328"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03400)","255013", , , , , ,"67839","322852"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03500)","884556", , , , , ,"235310","1119866"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03600)","540396", , , , , ,"143757","684153"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03700)","460320", , , , , ,"122455","582775"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(03800)","4489473", , , , , ,"1194294","5683767"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05000)","798922", , , , ,"23822","218867","1041611"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05301)","580877", , , , , ,"154525","735402"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05303)","62143", , , , , ,"16531","78674"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05304)","1083736","43311","32446","66394", ,"540","326255","1552682"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05305)","74374", , , , , ,"19785","94159"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05306)","62185", , , , , ,"16543","78728"
"HOSPC","hospc_2013_DATA",33962,"B000000","Line(05307)","1063150","34573","25899","52998", ,"11972","316190","1504782"
"Entity[33962] Report(B10000*)", , , , , ,"Entity[33962] Report(B10000*[0100])","Entity[33962] Report(B10000*[0200])","Entity[33962] Report(B10000*[0300])","Entity[33962] Report(B10000*[0400])","Entity[33962] Report(B10000*[0500])","Entity[33962] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33962,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33962,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33962,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33962,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",33962,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[33962] Report(B100000)", , , , , ,"Entity[33962] Report(B100000[0100])","Entity[33962] Report(B100000[0200])","Entity[33962] Report(B100000[0300])", ,"Entity[33962] Report(B100000[0500])","Entity[33962] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00100)", ,"163943"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00101)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00102)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00200)", , ,"163943"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00201)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00202)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00300)", , , ,"163943"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00301)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00302)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00303)"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00500)", , , , , ,"139856"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(00600)", ,"156617","156617","156617", ,"70258","81615684"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01000)", , , , , , ,"2441645"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01001)", , , , , ,"10024","6862655"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01002)", , , , , ,"15179","8193691"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01100)", , , , , , ,"89745"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01500)", , , , , , ,"3833881"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01600)", , , , , ,"31155","22278999"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01620)", , , , , , ,"4918866"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01700)", , , , , , ,"341064"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01800)", , , , , , ,"17905"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01801)", , , , , , ,"118571"
"HOSPC","hospc_2013_DATA",33962,"B100000","Line(01802)", , , , , , ,"220566"
