"Entity[33837] Report(D000000)", , , , , ,"Entity[33837] Report(D000000[0100])","Entity[33837] Report(D000000[0200])","Entity[33837] Report(D000000[0300])","Entity[33837] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00100)", , , , ,"3150786"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00200)", , , , ,"26404"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00300)", , , , ,"119"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00400)", ,"22195"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00500)", ,"2648529"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00600)", , ,"1332"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00700)", , ,"158948"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00800)", ,"4034"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(00900)", ,"481377"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(01000)", , ,"71"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(01100)", , ,"8472"
"HOSPC","hospc_2013_DATA",33837,"D000000","Line(01200)", , , ,"2877"
