"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34111","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34111] Report(S000000[0100])","Entity[34111] Report(S000000[0200])","Entity[34111] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S000000","Line(00100)", ,"1","05/01/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34111","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34111] Report(S100000[0100])","Entity[34111] Report(S100000[0200])","Entity[34111] Report(S100000[0300])","Entity[34111] Report(S100000[0400])","Entity[34111] Report(S100000[0500])","Entity[34111] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00100)", ,"HOSPICE OF WASHINGTON COUNTY","747 NORTHERN AVENUE","HAGERSTOWN","MD","21742", , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00200)", ,"WASHINGTON COUNTY", , , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00300)", ,"06/16/1980", , , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00400)", ,"08/30/1989","10/01/1989", , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00600)", ,"211511", , , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00700)", ,"2", , , , , , , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00800)", ,"4","1", ,"1", ,"5", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(00900)", ,"81313","3421","46867","1949","3165","87899", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01000)", ,"96","4","96","4","19","119", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01100)", ,"237","12","232","12","12","261", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01200)", ,"81650","3438","47195","1966","3196","88284", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01300)", ,"991","36","583","20","78","1105", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01400)", ,"92", , , , ,"92", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01500)", ,"82","96","81","98","41","80", , , , , , , , , 
"hospc_2013_DATA",34111,"S100000","Line(01600)", ,"811","30","473","14","74","915", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
