"Entity[34082] Report(G000000)", , , , , ,"Entity[34082] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00100)", ,"2893500"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00200)", ,"7492048"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00400)", ,"1613910"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00500)", ,"581578"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00600)", ,"349390"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00700)", ,"81152"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(00800)", ,"219665"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01100)", ,"12532463"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01200)", ,"362000"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01300)", ,"21163"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01400)", ,"9415"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01500)", ,"2398554"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01600)", ,"1030146"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01700)", ,"52359"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01800)", ,"34736"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(01900)", ,"544477"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(02000)", ,"274348"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(02300)", ,"726462"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(02400)", ,"612550"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(02700)", ,"2143820"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03100)", ,"68146"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03200)", ,"68146"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03300)", ,"14744429"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03400)", ,"485444"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03500)", ,"1215422"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(03600)", ,"48006"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(04200)", ,"1748872"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(04700)", ,"4758"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(04900)", ,"4758"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(05000)", ,"1753630"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(05100)", ,"12990799"
"HOSPC","hospc_2013_DATA",34082,"G000000","Line(05800)", ,"12990799"
"Entity[34082] Report(G100000)", , , , , ,"Entity[34082] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34082,"G100000","Line(00100)", ,"12934023"
"HOSPC","hospc_2013_DATA",34082,"G100000","Line(00200)", ,"56776"
"HOSPC","hospc_2013_DATA",34082,"G100000","Line(00300)", ,"12990799"
"HOSPC","hospc_2013_DATA",34082,"G100000","Line(01100)", ,"12990799"
"Entity[34082] Report(G200001)", , , , , ,"Entity[34082] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34082,"G200001","Line(00100)", ,"3562055"
"HOSPC","hospc_2013_DATA",34082,"G200001","Line(00200)", ,"141202"
"HOSPC","hospc_2013_DATA",34082,"G200001","Line(00300)", ,"11691450"
"HOSPC","hospc_2013_DATA",34082,"G200001","Line(00400)", ,"3014798"
"HOSPC","hospc_2013_DATA",34082,"G200001","Line(00500)", ,"1472122"
"Entity[34082] Report(G200002)", , , , ,"Entity[34082] Report(G200002[0000])","Entity[34082] Report(G200002[0100])","Entity[34082] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(00100)", , ,"22200535"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(00300)","LOSS ON DISPOSAL","15593"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(00800)", , ,"15593"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01000)","COMMUNITY SUPPORT","2277207"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01100)","INTVESTMENT INCOME","29583"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01200)","OTHER PROGRAM INCOME","11391"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01300)","MISCELLANEOUS INCOME","73096"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01301)","STATE MEDICAID ROOM & BOARD","1472122"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01400)", , ,"3863399"
"HOSPC","hospc_2013_DATA",34082,"G200002","Line(01500)", , ,"18352729"
