"Entity[33524] Report(D000000)", , , , , ,"Entity[33524] Report(D000000[0100])","Entity[33524] Report(D000000[0200])","Entity[33524] Report(D000000[0300])","Entity[33524] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00100)", , , , ,"2266574"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00200)", , , , ,"12214"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00300)", , , , ,"186"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00400)", ,"10955"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00500)", ,"2032919"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00600)", , ,"107"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(00700)", , ,"19856"
"HOSPC","hospc_2013_DATA",33524,"D000000","Line(01200)", , , ,"1152"
