"Entity[33524] Report(G000000)", , , , , ,"Entity[33524] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(00100)", ,"-40104"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(00400)", ,"1616801"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(00800)", ,"90600"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(01000)", ,"-421752"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(01100)", ,"1245545"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(02900)", ,"1250"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(03200)", ,"1250"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(03300)", ,"1246795"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(03400)", ,"231435"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(03500)", ,"690750"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(04100)", ,"33019"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(04200)", ,"955204"
"HOSPC","hospc_2013_DATA",33524,"G000000","Line(05000)", ,"955204"
"Entity[33524] Report(G200001)", , , , , ,"Entity[33524] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33524,"G200001","Line(00300)", ,"2604632"
"Entity[33524] Report(G200002)", , , , , , ,"Entity[33524] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33524,"G200002","Line(00100)", , ,"2313041"
"HOSPC","hospc_2013_DATA",33524,"G200002","Line(01500)", , ,"2313041"
