"Entity[33955] Report(B000000)", , , , ,"Entity[33955] Report(B000000[0000])","Entity[33955] Report(B000000[0100])","Entity[33955] Report(B000000[0200])","Entity[33955] Report(B000000[0300])", , ,"Entity[33955] Report(B000000[0600])","Entity[33955] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(00100)","127305","127305"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(00200)","12130", ,"12130"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(00300)","24889", , ,"24889"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(00600)","1799588","127305","12130","24889", , ,"1963912"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(01500)","32850", , , , , ,"36900","69750"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(01600)","724293", , , , , ,"813596","1537889"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(01700)","665", , , , , ,"747","1412"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(02000)","153493", , , , , ,"172418","325911"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(02400)","312000", , , , , ,"350468","662468"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(03000)","143732", , , , , ,"161454","305186"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(03100)","152183", , , , , ,"170947","323130"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(03500)","201825", , , , , ,"226709","428534"
"HOSPC","hospc_2013_DATA",33955,"B000000","Line(05300)","27306", , , , , ,"30673","57979"
"Entity[33955] Report(B10000*)", , , , , ,"Entity[33955] Report(B10000*[0100])","Entity[33955] Report(B10000*[0200])","Entity[33955] Report(B10000*[0300])", , ,"Entity[33955] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33955,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT", , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",33955,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &", , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",33955,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.", , ,"GENERAL"
"HOSPC","hospc_2013_DATA",33955,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE", , ,"ACCUM."
"HOSPC","hospc_2013_DATA",33955,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", , ,"COSTS"
"Entity[33955] Report(B100000)", , , , , ,"Entity[33955] Report(B100000[0100])","Entity[33955] Report(B100000[0200])","Entity[33955] Report(B100000[0300])", , ,"Entity[33955] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(00200)", , ,"100"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(00300)", , , ,"100"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(00600)", ,"100","100","100", , ,"1748347"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(01500)", , , , , , ,"32850"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(01600)", , , , , , ,"724293"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(01700)", , , , , , ,"665"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(02000)", , , , , , ,"153493"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(02400)", , , , , , ,"312000"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(03000)", , , , , , ,"143732"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(03100)", , , , , , ,"152183"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(03500)", , , , , , ,"201825"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(05300)", , , , , , ,"27306"
"HOSPC","hospc_2013_DATA",33955,"B100000","Line(10000)", ,"127305","12130","24889", , ,"1963912"
