"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36332","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36332] Report(S000000[0100])","Entity[36332] Report(S000000[0200])","Entity[36332] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S000000","Line(00100)", ,"1","06/03/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36332","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36332] Report(S100000[0100])","Entity[36332] Report(S100000[0200])","Entity[36332] Report(S100000[0300])","Entity[36332] Report(S100000[0400])","Entity[36332] Report(S100000[0500])","Entity[36332] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00100)", ,"IOWA CITY HOSPICE","1025 WADE ST.","IOWA CITY","IA","52240", , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00200)", ,"JOHNSON", , , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00300)", ,"03/01/1983", , , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00400)", ,"07/01/1987","07/01/1987", , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00600)", ,"161507", , , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00700)", ,"2", , , , , , , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00800)", ,"2", , , , ,"2", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(00900)", ,"30274","328","15843","3","2432","33034", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01000)", ,"304", , , ,"29","333", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01100)", ,"766","1", , ,"147","914", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01200)", ,"31346","329","15843","3","2608","34283", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01300)", ,"644","7","286","1","79","730", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01400)", ,"17", , , , ,"17", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01500)", ,"49","47","55","3","33","47", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01600)", ,"552","7","277","1","73","632", , , , , , , , , 
"hospc_2013_DATA",36332,"S100000","Line(01700)", ,"1", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
