"Entity[33983] Report(G000000)", , , , , ,"Entity[33983] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(00100)", ,"432993"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(00400)", ,"507357"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(00500)", ,"-23603"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(00600)", ,"19942"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(00800)", ,"4085"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(01100)", ,"900890"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(01200)", ,"367211"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(02300)", ,"167586"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(02400)", ,"161013"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(02600)", ,"21005"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(02700)", ,"394789"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03100)", ,"2763073"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03200)", ,"2763073"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03300)", ,"4058752"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03400)", ,"114063"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03500)", ,"25806"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(03600)", ,"11263"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(04000)", ,"297"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(04200)", ,"151429"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(04400)", ,"292511"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(04900)", ,"292511"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(05000)", ,"443940"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(05100)", ,"3614813"
"HOSPC","hospc_2013_DATA",33983,"G000000","Line(05800)", ,"3614813"
"Entity[33983] Report(G100000)", , , , ,"Entity[33983] Report(G100000[0000])","Entity[33983] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(00100)", ,"253286"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(00200)", ,"372111"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(00300)", ,"625397"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(00500)","AUDIT ADJUSTMENTS","3352379"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(01000)", ,"3352379"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(01100)", ,"3977776"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(01300)","INTERCOMPANY TRANSFERS","362963"
"HOSPC","hospc_2013_DATA",33983,"G100000","Line(01800)", ,"362963"
"Entity[33983] Report(G200001)", , , , , ,"Entity[33983] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33983,"G200001","Line(00200)", ,"1074780"
"HOSPC","hospc_2013_DATA",33983,"G200001","Line(00300)", ,"1344491"
"HOSPC","hospc_2013_DATA",33983,"G200001","Line(00400)", ,"190"
"Entity[33983] Report(G200002)", , , , ,"Entity[33983] Report(G200002[0000])", ,"Entity[33983] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33983,"G200002","Line(00100)", , ,"2047350"
"HOSPC","hospc_2013_DATA",33983,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33983,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33983,"G200002","Line(01500)", , ,"2047350"
