"Entity[33978] Report(G000000)", , , , , ,"Entity[33978] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00100)", ,"3095296"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00400)", ,"2597174"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00500)", ,"2090"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00600)", ,"32949"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00700)", ,"50304"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(00800)", ,"99537"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01100)", ,"5811452"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01200)", ,"3793017"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01300)", ,"20028"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01400)", ,"20028"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01500)", ,"6037179"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(01600)", ,"2846892"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02100)", ,"61123"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02200)", ,"39333"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02300)", ,"2027579"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02400)", ,"1204242"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02700)", ,"7828431"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(02800)", ,"1901677"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03100)", ,"43579"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03200)", ,"1945256"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03300)", ,"15585139"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03400)", ,"237859"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03500)", ,"1142294"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(03800)", ,"309390"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(04100)", ,"1154"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(04200)", ,"1690697"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(04300)", ,"3015000"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(04700)", ,"18229"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(04900)", ,"3033229"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(05000)", ,"4723926"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(05100)", ,"10861213"
"HOSPC","hospc_2013_DATA",33978,"G000000","Line(05800)", ,"10861213"
"Entity[33978] Report(G100000)", , , , , ,"Entity[33978] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33978,"G100000","Line(00100)", ,"10331033"
"HOSPC","hospc_2013_DATA",33978,"G100000","Line(00200)", ,"530180"
"HOSPC","hospc_2013_DATA",33978,"G100000","Line(00300)", ,"10861213"
"HOSPC","hospc_2013_DATA",33978,"G100000","Line(01100)", ,"10861213"
"Entity[33978] Report(G200001)", , , , , ,"Entity[33978] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33978,"G200001","Line(00300)", ,"7850634"
"HOSPC","hospc_2013_DATA",33978,"G200001","Line(00400)", ,"1463497"
"HOSPC","hospc_2013_DATA",33978,"G200001","Line(00500)", ,"279405"
"Entity[33978] Report(G200002)", , , , ,"Entity[33978] Report(G200002[0000])","Entity[33978] Report(G200002[0100])","Entity[33978] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(00100)", , ,"18337720"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(00900)","NON HOSPICE PATIENT CARE REVENUES","8273097"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(01000)","SNF CONTRACT","279405"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(01100)","MISC REVENUES","1001267"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(01400)", , ,"9553769"
"HOSPC","hospc_2013_DATA",33978,"G200002","Line(01500)", , ,"8783951"
