"Entity[33978] Report(D000000)", , , , , ,"Entity[33978] Report(D000000[0100])","Entity[33978] Report(D000000[0200])","Entity[33978] Report(D000000[0300])","Entity[33978] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00100)", , , , ,"9491710"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00200)", , , , ,"51518"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00300)", , , , ,"184"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00400)", ,"45787"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00500)", ,"8435797"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00600)", , ,"902"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00700)", , ,"166184"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00800)", ,"2298"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(00900)", ,"423384"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(01000)", , ,"39"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(01100)", , ,"7185"
"HOSPC","hospc_2013_DATA",33978,"D000000","Line(01200)", , , ,"4829"
