"Entity[33989] Report(G000000)", , , , , ,"Entity[33989] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(00100)", ,"637468"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(00400)", ,"618256"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(00800)", ,"454"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(00900)", ,"453413"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(01100)", ,"1709591"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(01900)", ,"74308"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(02300)", ,"73858"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(02400)", ,"138095"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(02600)", ,"82652"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(02700)", ,"92723"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(03300)", ,"1802314"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(03400)", ,"120711"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(03600)", ,"2865"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(03700)", ,"8578"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(04100)", ,"1154564"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(04200)", ,"1286718"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(04700)", ,"200000"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(04900)", ,"200000"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(05000)", ,"1486718"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(05100)", ,"315596"
"HOSPC","hospc_2013_DATA",33989,"G000000","Line(05800)", ,"315596"
"Entity[33989] Report(G100000)", , , , , ,"Entity[33989] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33989,"G100000","Line(00100)", ,"-160963"
"HOSPC","hospc_2013_DATA",33989,"G100000","Line(00200)", ,"476559"
"HOSPC","hospc_2013_DATA",33989,"G100000","Line(00300)", ,"315596"
"HOSPC","hospc_2013_DATA",33989,"G100000","Line(01100)", ,"315596"
"Entity[33989] Report(G200001)", , , , , ,"Entity[33989] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33989,"G200001","Line(00400)", ,"7827555"
"Entity[33989] Report(G200002)", , , , , , ,"Entity[33989] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33989,"G200002","Line(00100)", , ,"7350996"
"HOSPC","hospc_2013_DATA",33989,"G200002","Line(01500)", , ,"7350996"
