"Entity[34032] Report(B000000)", , , , ,"Entity[34032] Report(B000000[0000])","Entity[34032] Report(B000000[0100])","Entity[34032] Report(B000000[0200])","Entity[34032] Report(B000000[0300])","Entity[34032] Report(B000000[0400])","Entity[34032] Report(B000000[0500])","Entity[34032] Report(B000000[0600])","Entity[34032] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00100)","30000","30000"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00200)", ,"30000","30000"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00300)", , ,"30000","30000"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00400)","65720", , ,"30000","95720"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00500)","1", , , , ,"1"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(00600)","192232", , , ,"95720","1","287953"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(01500)","45500", , , , , ,"18641","64141"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(01620)","209123", , , , , ,"85676","294799"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(02000)","63149", , , , , ,"25871","89020"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(02100)","67472", , , , , ,"27642","95114"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(02400)","58770", , , , , ,"24077","82847"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03030)","9631", , , , , ,"3946","13577"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03031)","8989", , , , , ,"3683","12672"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03032)","8347", , , , , ,"3420","11767"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03100)","37240", , , , , ,"15257","52497"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03200)","4941", , , , , ,"2024","6965"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03300)","262", , , , , ,"107","369"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(03400)","262", , , , , ,"107","369"
"HOSPC","hospc_2013_DATA",34032,"B000000","Line(05300)","189174", , , , , ,"77502","266676"
"Entity[34032] Report(B10000*)", , , , , ,"Entity[34032] Report(B10000*[0100])","Entity[34032] Report(B10000*[0200])","Entity[34032] Report(B10000*[0300])","Entity[34032] Report(B10000*[0400])","Entity[34032] Report(B10000*[0500])","Entity[34032] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34032,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34032,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34032,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34032,"B10000*","Line(00400)", ,"RENTAL","NO","NO","MILEAGE","TIME","ACCUM."
"HOSPC","hospc_2013_DATA",34032,"B10000*","Line(00500)", , ,"STATISTICS","STATISTICS", ,"SPENT","COSTS"
"Entity[34032] Report(B100000)", , , , , ,"Entity[34032] Report(B100000[0100])","Entity[34032] Report(B100000[0200])","Entity[34032] Report(B100000[0300])","Entity[34032] Report(B100000[0400])","Entity[34032] Report(B100000[0500])","Entity[34032] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00100)", ,"1"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00200)", ,"1","1"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00300)", , ,"1","1"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00400)", , , ,"1","30134"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00500)", , , , , ,"1"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(00600)", , , , ,"30134","1","702860"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(01500)", , , , , , ,"45500"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(01620)", , , , , , ,"209123"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(02000)", , , , , , ,"63149"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(02100)", , , , , , ,"67472"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(02400)", , , , , , ,"58770"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03030)", , , , , , ,"9631"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03031)", , , , , , ,"8989"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03032)", , , , , , ,"8347"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03100)", , , , , , ,"37240"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03200)", , , , , , ,"4941"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03300)", , , , , , ,"262"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(03400)", , , , , , ,"262"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(05300)", , , , , , ,"189174"
"HOSPC","hospc_2013_DATA",34032,"B100000","Line(10000)", ,"30000","30000","30000","95720","1"
