"Entity[34020] Report(D000000)", , , , , ,"Entity[34020] Report(D000000[0100])","Entity[34020] Report(D000000[0200])", ,"Entity[34020] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00100)", , , , ,"1312271"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00200)", , , , ,"9660"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00300)", , , , ,"136"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00400)", ,"6316"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00500)", ,"858029"
"HOSPC","hospc_2013_DATA",34020,"D000000","Line(00600)", , ,"3344"
