"Entity[34050] Report(B000000)", , , , ,"Entity[34050] Report(B000000[0000])","Entity[34050] Report(B000000[0100])","Entity[34050] Report(B000000[0200])","Entity[34050] Report(B000000[0300])", ,"Entity[34050] Report(B000000[0500])","Entity[34050] Report(B000000[0600])","Entity[34050] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(00100)","43122","43122"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(00200)","31857", ,"31857"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(00300)","41912", , ,"41912"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(00500)","38966","244","180","237", ,"39627"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(00600)","785612","20387","15061","19815", , ,"840875"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(01000)","30463", , , , , ,"10518","40981"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(01100)","6241", , , , , ,"2155","8396"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(01500)","31176", , , , , ,"10764","41940"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(01600)","1338709","19677","14537","19125", ,"25433","489416","1906897"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(01700)","413", , , , ,"14194","5043","19650"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(02200)","890", , , , , ,"307","1197"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(02400)","350674", , , , , ,"121078","471752"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03000)","237609", , , , , ,"82040","319649"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03100)","160439", , , , , ,"55395","215834"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03200)","4477", , , , , ,"1546","6023"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03400)","4523", , , , , ,"1562","6085"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03500)","26995", , , , , ,"9321","36316"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(03600)","20009", , , , , ,"6909","26918"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(05000)","33682","378","279","367", , ,"11983","46689"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(05200)","88503", , , , , ,"30558","119061"
"HOSPC","hospc_2013_DATA",34050,"B000000","Line(05300)", ,"2436","1800","2368", , ,"2280","8884"
"Entity[34050] Report(B10000*)", , , , , ,"Entity[34050] Report(B10000*[0100])","Entity[34050] Report(B10000*[0200])","Entity[34050] Report(B10000*[0300])","Entity[34050] Report(B10000*[0400])","Entity[34050] Report(B10000*[0500])","Entity[34050] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34050,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34050,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34050,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34050,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",34050,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[34050] Report(B100000)", , , , , ,"Entity[34050] Report(B100000[0100])","Entity[34050] Report(B100000[0200])","Entity[34050] Report(B100000[0300])", ,"Entity[34050] Report(B100000[0500])","Entity[34050] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00100)", ,"17703"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00200)", , ,"17703"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00300)", , , ,"17703"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00500)", ,"100","100","100", ,"4732"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(00600)", ,"8370","8370","8370", , ,"2435397"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(01000)", , , , , , ,"30463"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(01100)", , , , , , ,"6241"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(01500)", , , , , , ,"31176"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(01600)", ,"8078","8078","8078", ,"3037","1417481"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(01700)", , , , , ,"1695","14607"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(02200)", , , , , , ,"890"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(02400)", , , , , , ,"350674"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03000)", , , , , , ,"237609"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03100)", , , , , , ,"160439"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03200)", , , , , , ,"4477"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03400)", , , , , , ,"4523"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03500)", , , , , , ,"26995"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(03600)", , , , , , ,"20009"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(05000)", ,"155","155","155", , ,"34706"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(05200)", , , , , , ,"88503"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(05300)", ,"1000","1000","1000", , ,"6604"
"HOSPC","hospc_2013_DATA",34050,"B100000","Line(10000)", ,"43122","31857","41912", ,"39627"
