"Entity[33900] Report(G000000)", , , , , ,"Entity[33900] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(00400)", ,"117034"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(01000)", ,"150976"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(01100)", ,"268010"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(01900)", ,"86079"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(02000)", ,"83973"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(02700)", ,"2106"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(03300)", ,"270116"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(03400)", ,"9196"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(03500)", ,"1649"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(04000)", ,"131621"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(04200)", ,"142466"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(05000)", ,"142466"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(05100)", ,"127650"
"HOSPC","hospc_2013_DATA",33900,"G000000","Line(05800)", ,"127650"
"Entity[33900] Report(G100000)", , , , , ,"Entity[33900] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(00100)", ,"170772"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(00200)", ,"-3764"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(00300)", ,"167008"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(01100)", ,"167008"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(01200)", ,"39358"
"HOSPC","hospc_2013_DATA",33900,"G100000","Line(01800)", ,"39358"
"Entity[33900] Report(G200001)", , , , , ,"Entity[33900] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33900,"G200001","Line(00300)", ,"574744"
"Entity[33900] Report(G200002)", , , , ,"Entity[33900] Report(G200002[0000])","Entity[33900] Report(G200002[0100])","Entity[33900] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33900,"G200002","Line(00100)", , ,"570790"
"HOSPC","hospc_2013_DATA",33900,"G200002","Line(00200)","ALLOCATED SHARED EXPENSE","7718"
"HOSPC","hospc_2013_DATA",33900,"G200002","Line(00800)", , ,"7718"
"HOSPC","hospc_2013_DATA",33900,"G200002","Line(01500)", , ,"578508"
