"Entity[33833] Report(G000000)", , , , , ,"Entity[33833] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(00100)", ,"-6766"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(00400)", ,"85135"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(00900)", ,"19403"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(01100)", ,"97772"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(03300)", ,"97772"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(03400)", ,"33103"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(03500)", ,"14942"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(03600)", ,"20151"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(04100)", ,"21714"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(04200)", ,"89910"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(04400)", ,"28227"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(04500)", ,"77611"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(04900)", ,"105838"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(05000)", ,"195748"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(05100)", ,"-97976"
"HOSPC","hospc_2013_DATA",33833,"G000000","Line(05800)", ,"-97976"
"Entity[33833] Report(G100000)", , , , , ,"Entity[33833] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(00100)", ,"2581"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(00200)", ,"55108"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(00300)", ,"57689"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(01100)", ,"57689"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(01200)", ,"155665"
"HOSPC","hospc_2013_DATA",33833,"G100000","Line(01800)", ,"155665"
"Entity[33833] Report(G200001)", , , , , ,"Entity[33833] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33833,"G200001","Line(00300)", ,"846270"
"Entity[33833] Report(G200002)", , , , , , ,"Entity[33833] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33833,"G200002","Line(00100)", , ,"791162"
"HOSPC","hospc_2013_DATA",33833,"G200002","Line(01500)", , ,"791162"
