"Entity[33977] Report(G000000)", , , , , ,"Entity[33977] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(00100)", ,"480096"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(00400)", ,"574059"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(00800)", ,"2582"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(01100)", ,"1056737"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(02300)", ,"274390"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(02400)", ,"254463"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(02700)", ,"19927"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03000)", ,"709332"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03200)", ,"709332"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03300)", ,"1785996"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03400)", ,"65974"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03500)", ,"236067"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(03700)", ,"347"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(04200)", ,"302388"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(04800)", ,"359093"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(04900)", ,"359093"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(05000)", ,"661481"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(05100)", ,"1124515"
"HOSPC","hospc_2013_DATA",33977,"G000000","Line(05800)", ,"1124515"
"Entity[33977] Report(G100000)", , , , , ,"Entity[33977] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33977,"G100000","Line(00100)", ,"1137077"
"HOSPC","hospc_2013_DATA",33977,"G100000","Line(00200)", ,"-12562"
"HOSPC","hospc_2013_DATA",33977,"G100000","Line(00300)", ,"1124515"
"HOSPC","hospc_2013_DATA",33977,"G100000","Line(01100)", ,"1124515"
"Entity[33977] Report(G200001)", , , , , ,"Entity[33977] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33977,"G200001","Line(00100)", ,"2945181"
"HOSPC","hospc_2013_DATA",33977,"G200001","Line(00200)", ,"1910139"
"Entity[33977] Report(G200002)", , , , , , ,"Entity[33977] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33977,"G200002","Line(00100)", , ,"4867882"
"HOSPC","hospc_2013_DATA",33977,"G200002","Line(01500)", , ,"4867882"
