"Entity[33851] Report(G000000)", , , , , ,"Entity[33851] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00100)", ,"3350074"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00400)", ,"3183396"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00500)", ,"778539"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00600)", ,"443825"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00700)", ,"83539"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(00800)", ,"254535"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01100)", ,"7206258"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01200)", ,"448131"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01300)", ,"162287"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01400)", ,"18567"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01500)", ,"4021750"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01600)", ,"425775"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01700)", ,"1150234"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01800)", ,"61660"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(01900)", ,"770101"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02000)", ,"64388"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02100)", ,"24145"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02200)", ,"10544"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02300)", ,"3225309"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02400)", ,"2512336"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02600)", ,"112089"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02700)", ,"6820776"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(02800)", ,"10645370"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03100)", ,"99901"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03200)", ,"10745271"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03300)", ,"24772305"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03400)", ,"300277"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03500)", ,"838962"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03600)", ,"39304"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(03700)", ,"170535"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(04100)", ,"483426"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(04200)", ,"1832504"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(04400)", ,"211905"
"HOSPC","hospc_2013_DATA",33851,"G000000","Line(05100)", ,"22727896"
"Entity[33851] Report(G100000)", , , , ,"Entity[33851] Report(G100000[0000])","Entity[33851] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(00100)", ,"20879217"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(00200)", ,"1850368"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(00300)", ,"22729585"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(01100)", ,"22729585"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(01300)","PRIOR YEAR ADJUSTMENT","1689"
"HOSPC","hospc_2013_DATA",33851,"G100000","Line(01800)", ,"1689"
"Entity[33851] Report(G200001)", , , , , ,"Entity[33851] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33851,"G200001","Line(00100)", ,"2241192"
"HOSPC","hospc_2013_DATA",33851,"G200001","Line(00200)", ,"152353"
"HOSPC","hospc_2013_DATA",33851,"G200001","Line(00300)", ,"10327020"
"HOSPC","hospc_2013_DATA",33851,"G200001","Line(00400)", ,"2136129"
"Entity[33851] Report(G200002)", , , , ,"Entity[33851] Report(G200002[0000])","Entity[33851] Report(G200002[0100])","Entity[33851] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(00100)", , ,"17771589"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(00300)","LOSS ON DISPOSAL OF ASSET/INVESTME","-184759"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(00800)", , ,"-184759"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","6"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01000)","COMMUNITY SUPPORT","1850457"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01100)","INTEREST AND INVESTMENT INCOME","622451"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01200)","OTHER PROGRAM INCOME","2103720"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01300)","MISCELLANEOUS INCOME","3870"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01400)", , ,"4580504"
"HOSPC","hospc_2013_DATA",33851,"G200002","Line(01500)", , ,"13006326"
