"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36575","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[36575] Report(G100000[0000])","Entity[36575] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G100000","Line(00200)", ,"-668156", , , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G100000","Line(00300)", ,"-668156", , , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G100000","Line(01100)", ,"-668156", , , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SP", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36575","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[36575] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G200002","Line(00100)", , ,"668156", , , , , , , , , , , , , 
"hospc_2013_DATA",36575,"G200002","Line(01500)", , ,"668156", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
