"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35625","B000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","NET","CAPITAL","RELATED","","","VOLUNTEER","","","","","","","", , 
"-------------","-------------", ,"","","EXPENSES","RELATED","COST","PLANT","","SERVICE","","A & G","","A & G","","A & G","", , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","FOR COST","COST BLDG","MOVABLE","OPERATION","TRANS-","COORDI-","SUBTOTAL","SHARED","SUBTOTAL","REIMB.","SUBTOTAL","NON-REIMB.","", , 
"-------------","-------------", ,"","","ALLOC.","& FIXTURES","EQUIPMENT","& MAINT.","PORTATION","NATOR","(col. 0 - 5)","COSTS","(col. 0 - 6.01","COSTS","(col. 0 - 6.02)","COSTS","TOTAL", , 
"-------------","-------------", ,"","","0","1","2","3","4","5","5A","6.01","6A.01","6.02","6A.02","6.03","7", , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," ","","","","","",""," ","","","", , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35625] Report(B000000[0000])", , , , ,"Entity[35625] Report(B000000[0500])","Entity[35625] Report(B000000[0600])","Entity[35625] Report(B000000[0700])", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(00500)","29699", , , , ,"29699", , , , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(00600)","4625033", , , , ,"29699","4654732", , , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01000)","2285171", , , , , ,"1664957","3950128", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01100)","17516", , , , , ,"12762","30278", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01500)","73783", , , , , ,"53758","127541", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01600)","2067077", , , , , ,"1506058","3573135", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01700)","2250", , , , , ,"1639","3889", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(01800)","88", , , , , ,"64","152", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(02100)","186336", , , , , ,"135763","322099", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(02200)","6416", , , , , ,"4675","11091", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(02400)","695398", , , , , ,"506662","1202060", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(03000)","445174", , , , , ,"324351","769525", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(03100)","281755", , , , , ,"205285","487040", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(03200)","148505", , , , , ,"108200","256705", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(03300)","9109", , , , , ,"6637","15746", , , , , , , , 
"hospc_2013_DATA",35625,"B000000","Line(03500)","170082", , , , , ,"123921","294003", , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35625","B10000* ","-------------","-------------","-----------","", , , , , , , , , 
