"Entity[33821] Report(G000000)", , , , , ,"Entity[33821] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(00100)", ,"277686"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(00400)", ,"609689"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(00800)", ,"52355"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(01000)", ,"125850"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(01100)", ,"1065580"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(02300)", ,"539613"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(02400)", ,"69070"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(02700)", ,"470543"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(02900)", ,"16207"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03200)", ,"16207"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03300)", ,"1552330"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03400)", ,"127418"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03500)", ,"92747"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03600)", ,"62963"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(03700)", ,"92212"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(04100)", ,"1775"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(04200)", ,"377115"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(04400)", ,"394297"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(04900)", ,"394297"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(05000)", ,"771412"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(05100)", ,"780918"
"HOSPC","hospc_2013_DATA",33821,"G000000","Line(05800)", ,"780918"
"Entity[33821] Report(G100000)", , , , ,"Entity[33821] Report(G100000[0000])","Entity[33821] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(00100)", ,"206732"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(00200)", ,"1162593"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(00300)", ,"1369325"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(01100)", ,"1369325"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(01200)","PRIOR PERIOD ADJUSTMENT","496140"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(01300)","DISTRIBUTIONS","92267"
"HOSPC","hospc_2013_DATA",33821,"G100000","Line(01800)", ,"588407"
"Entity[33821] Report(G200001)", , , , , ,"Entity[33821] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33821,"G200001","Line(00300)", ,"6181395"
"Entity[33821] Report(G200002)", , , , ,"Entity[33821] Report(G200002[0000])","Entity[33821] Report(G200002[0100])","Entity[33821] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(00100)", , ,"5004607"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(00200)","LOSS ON SALE OF FIXED ASSETS","14800"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(00800)", , ,"14800"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(00900)","INTEREST INCOME","14"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(01000)","OTHER INCOME","590"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(01100)","ROUNDING","1"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(01400)", , ,"605"
"HOSPC","hospc_2013_DATA",33821,"G200002","Line(01500)", , ,"5018802"
