"Entity[33938] Report(G000000)", , , , , ,"Entity[33938] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(00100)", ,"4161"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(00400)", ,"6980"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(00500)", ,"10526"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(01100)", ,"21667"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(02300)", ,"12000"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(02400)", ,"5143"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(02700)", ,"6857"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(03300)", ,"28524"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(05100)", ,"28524"
"HOSPC","hospc_2013_DATA",33938,"G000000","Line(05800)", ,"28524"
"Entity[33938] Report(G100000)", , , , , ,"Entity[33938] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(00100)", ,"10526"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(00200)", ,"-175570"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(00300)", ,"-165044"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(00400)", ,"193568"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(01000)", ,"193568"
"HOSPC","hospc_2013_DATA",33938,"G100000","Line(01100)", ,"28524"
"Entity[33938] Report(G200001)", , , , , ,"Entity[33938] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33938,"G200001","Line(00300)", ,"41429"
"Entity[33938] Report(G200002)", , , , , , ,"Entity[33938] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33938,"G200002","Line(00100)", , ,"216999"
"HOSPC","hospc_2013_DATA",33938,"G200002","Line(01500)", , ,"216999"
