"Entity[34045] Report(G000000)", , , , , ,"Entity[34045] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(00100)", ,"11934"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(01100)", ,"11934"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(02300)", ,"7075"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(02400)", ,"7075"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(03300)", ,"11934"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(03400)", ,"13540"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(04200)", ,"13540"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(05000)", ,"13540"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(05100)", ,"-1606"
"HOSPC","hospc_2013_DATA",34045,"G000000","Line(05800)", ,"-1606"
"Entity[34045] Report(G100000)", , , , , ,"Entity[34045] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34045,"G100000","Line(00100)", ,"-251247"
"HOSPC","hospc_2013_DATA",34045,"G100000","Line(00200)", ,"249641"
"HOSPC","hospc_2013_DATA",34045,"G100000","Line(00300)", ,"-1606"
"HOSPC","hospc_2013_DATA",34045,"G100000","Line(01100)", ,"-1606"
"Entity[34045] Report(G200001)", , , , , ,"Entity[34045] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34045,"G200001","Line(00300)", ,"942702"
"Entity[34045] Report(G200002)", , , , ,"Entity[34045] Report(G200002[0000])","Entity[34045] Report(G200002[0100])","Entity[34045] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34045,"G200002","Line(00100)", , ,"694258"
"HOSPC","hospc_2013_DATA",34045,"G200002","Line(00900)","OTHER INCOME","1197"
"HOSPC","hospc_2013_DATA",34045,"G200002","Line(01400)", , ,"1197"
"HOSPC","hospc_2013_DATA",34045,"G200002","Line(01500)", , ,"693061"
