"Entity[33841] Report(G000000)", , , , , ,"Entity[33841] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(00100)", ,"946000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(00200)", ,"58509000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(00400)", ,"3654000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(00700)", ,"95000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(00900)", ,"74000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01100)", ,"63278000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01200)", ,"1954470"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01300)", ,"27101"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01400)", ,"16751"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01500)", ,"17881136"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01600)", ,"4386581"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01700)", ,"178295"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01800)", ,"77090"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(01900)", ,"178327"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02000)", ,"106800"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02100)", ,"59983"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02200)", ,"40686"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02300)", ,"1686922"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02400)", ,"1268326"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02700)", ,"16070000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(02800)", ,"2650000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(03100)", ,"3567000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(03200)", ,"6217000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(03300)", ,"85565000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(03400)", ,"942000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(03500)", ,"778000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(04100)", ,"80000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(04200)", ,"1800000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(05000)", ,"1800000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(05100)", ,"83765000"
"HOSPC","hospc_2013_DATA",33841,"G000000","Line(05800)", ,"83765000"
"Entity[33841] Report(G100000)", , , , ,"Entity[33841] Report(G100000[0000])","Entity[33841] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(00100)", ,"71757000"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(00200)", ,"12008000"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(00300)", ,"83765000"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(01100)", ,"83765000"
"HOSPC","hospc_2013_DATA",33841,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[33841] Report(G200001)", , , , , ,"Entity[33841] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33841,"G200001","Line(00100)", ,"19220982"
"HOSPC","hospc_2013_DATA",33841,"G200001","Line(00200)", ,"9383732"
"HOSPC","hospc_2013_DATA",33841,"G200001","Line(00300)", ,"20096564"
"Entity[33841] Report(G200002)", , , , ,"Entity[33841] Report(G200002[0000])","Entity[33841] Report(G200002[0100])","Entity[33841] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(00100)", , ,"46090303"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(00200)","D (SPECIFY)"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(00900)","OTHER REVENUE","8589025"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(01000)","BAD DEBTS","808000"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(01400)", , ,"9397025"
"HOSPC","hospc_2013_DATA",33841,"G200002","Line(01500)", , ,"36693278"
