"Entity[34102] Report(D000000)", , , , , ,"Entity[34102] Report(D000000[0100])","Entity[34102] Report(D000000[0200])","Entity[34102] Report(D000000[0300])","Entity[34102] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00100)", , , , ,"6535826"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00200)", , , , ,"46946"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00300)", , , , ,"139"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00400)", ,"42797"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00500)", ,"5958198"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00600)", , ,"1736"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00700)", , ,"241686"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00800)", ,"18474"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(00900)", ,"2571950"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(01000)", , ,"537"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(01100)", , ,"74761"
"HOSPC","hospc_2013_DATA",34102,"D000000","Line(01200)", , , ,"2413"
