"Entity[33861] Report(G000000)", , , , , ,"Entity[33861] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(00100)", ,"351330"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(00400)", ,"202923"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(00600)", ,"9670"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(00800)", ,"731"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(01100)", ,"545314"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(01700)", ,"957"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(01800)", ,"630"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(02300)", ,"1180"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(02400)", ,"586"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(02700)", ,"921"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03100)", ,"895"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03200)", ,"895"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03300)", ,"547130"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03400)", ,"47017"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03500)", ,"16363"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(03600)", ,"5169"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(04100)", ,"14"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(04200)", ,"68563"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(05000)", ,"68563"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(05100)", ,"478567"
"HOSPC","hospc_2013_DATA",33861,"G000000","Line(05800)", ,"478567"
"Entity[33861] Report(G100000)", , , , , ,"Entity[33861] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33861,"G100000","Line(00100)", ,"445703"
"HOSPC","hospc_2013_DATA",33861,"G100000","Line(00200)", ,"32864"
"HOSPC","hospc_2013_DATA",33861,"G100000","Line(00300)", ,"478567"
"HOSPC","hospc_2013_DATA",33861,"G100000","Line(01100)", ,"478567"
"Entity[33861] Report(G200001)", , , , , ,"Entity[33861] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33861,"G200001","Line(00100)", ,"915240"
"HOSPC","hospc_2013_DATA",33861,"G200001","Line(00300)", ,"80626"
"Entity[33861] Report(G200002)", , , , , , ,"Entity[33861] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33861,"G200002","Line(00100)", , ,"963002"
"HOSPC","hospc_2013_DATA",33861,"G200002","Line(01500)", , ,"963002"
