"Entity[34111] Report(B000000)", , , , ,"Entity[34111] Report(B000000[0000])","Entity[34111] Report(B000000[0100])","Entity[34111] Report(B000000[0200])","Entity[34111] Report(B000000[0300])", ,"Entity[34111] Report(B000000[0500])","Entity[34111] Report(B000000[0600])","Entity[34111] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00100)","21689","21689"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00200)","42149", ,"42149"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00300)","150744", , ,"150744"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00500)","121573","808","1570","5615", ,"129566"
"HOSPC","hospc_2013_DATA",34111,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34111,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",34111,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[34111] Report(B100000)", , , , , ,"Entity[34111] Report(B100000[0100])","Entity[34111] Report(B100000[0200])","Entity[34111] Report(B100000[0300])", ,"Entity[34111] Report(B100000[0500])","Entity[34111] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00100)", ,"16000"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00200)", , ,"16000"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00300)", , , ,"16000"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00500)", ,"596","596","596", ,"4309"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(00600)", ,"7357","7357","7357", ,"4309","7758077"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01000)", , , , , , ,"173175"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01100)", , , , , , ,"16939"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01500)", ,"559","559","559", , ,"574344"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01600)", ,"1453","1453","1453", , ,"2414409"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01700)", , , , , , ,"7152"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01800)", , , , , , ,"2789"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(01900)", , , , , , ,"2666"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(02000)", ,"913","913","913", , ,"591261"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(02100)", ,"633","633","633", , ,"431442"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(02400)", ,"559","559","559", , ,"767952"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03000)", , , , , , ,"381608"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03030)", , , , , , ,"145524"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03031)", , , , , , ,"2117"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03100)", , , , , , ,"559771"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03200)", , , , , , ,"58839"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03300)", , , , , , ,"28061"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03400)", , , , , , ,"3054"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03500)", ,"596","596","596", , ,"329794"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03600)", , , , , , ,"112292"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03700)", , , , , , ,"42673"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(03800)", , , , , , ,"16061"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(05000)", ,"3334","3334","3334", , ,"385967"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(05200)", , , , , , ,"250562"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(05300)", , , , , , ,"459625"
"HOSPC","hospc_2013_DATA",34111,"B100000","Line(10000)", ,"21689","42149","150744", ,"129566","3696058"
