"Entity[34111] Report(B000000)", , , , ,"Entity[34111] Report(B000000[0000])","Entity[34111] Report(B000000[0100])","Entity[34111] Report(B000000[0200])","Entity[34111] Report(B000000[0300])", ,"Entity[34111] Report(B000000[0500])","Entity[34111] Report(B000000[0600])","Entity[34111] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00100)","21689","21689"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00200)","42149", ,"42149"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00300)","150744", , ,"150744"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00500)","121573","808","1570","5615", ,"129566"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(00600)","3467827","9972","19379","69314", ,"129566","3696058"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01000)","173175", , , , , ,"82503","255678"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01100)","16939", , , , , ,"8070","25009"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01500)","566846","758","1473","5267", , ,"273626","847970"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01600)","2394922","1970","3828","13689", , ,"1150259","3564668"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01700)","7152", , , , , ,"3407","10559"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01800)","2789", , , , , ,"1329","4118"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(01900)","2666", , , , , ,"1270","3936"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(02000)","579016","1238","2405","8602", , ,"281685","872946"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(02100)","422952","858","1668","5964", , ,"205545","636987"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(02400)","760454","758","1473","5267", , ,"365863","1133815"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03000)","381608", , , , , ,"181803","563411"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03030)","145524", , , , , ,"69330","214854"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03031)","2117", , , , , ,"1009","3126"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03100)","559771", , , , , ,"266683","826454"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03200)","58839", , , , , ,"28032","86871"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03300)","28061", , , , , ,"13369","41430"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03400)","3054", , , , , ,"1455","4509"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03500)","321801","808","1570","5615", , ,"157118","486912"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03600)","112292", , , , , ,"53497","165789"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03700)","42673", , , , , ,"20330","63003"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(03800)","16061", , , , , ,"7652","23713"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(05000)","341254","4519","8783","31411", , ,"183880","569847"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(05200)","250562", , , , , ,"119371","369933"
"HOSPC","hospc_2013_DATA",34111,"B000000","Line(05300)","459625", , , , , ,"218972","678597"
"Entity[34111] Report(B10000*)", , , , , ,"Entity[34111] Report(B10000*[0100])","Entity[34111] Report(B10000*[0200])","Entity[34111] Report(B10000*[0300])","Entity[34111] Report(B10000*[0400])","Entity[34111] Report(B10000*[0500])","Entity[34111] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34111,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34111,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
