"Entity[34001] Report(B000000)", , , , ,"Entity[34001] Report(B000000[0000])","Entity[34001] Report(B000000[0100])","Entity[34001] Report(B000000[0200])","Entity[34001] Report(B000000[0300])", ,"Entity[34001] Report(B000000[0500])","Entity[34001] Report(B000000[0600])","Entity[34001] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00100)","239871","239871"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00101)","511555"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00200)","210187", ,"210187"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00201)","44659"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00300)","184091", , ,"184091"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00301)","139321"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00500)","267777", , , , ,"267777"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(00600)","6671337","227725","199545","174768", ,"10624","7283999"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01000)","4161621", , , , , ,"1809461","6666617"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01100)","155812", , , , , ,"58045","213857"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01500)","501790","792","694","608", , ,"187714","691598"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01600)","5193209", , , , , ,"1934656","7127865"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01620)","44149","621","544","477", , ,"17059","62850"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01700)","9980", , , , , ,"3718","13698"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01800)","180", , , , , ,"67","247"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(01900)","459", , , , , ,"171","630"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(02000)","1351818", , , , , ,"503600","1855418"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(02100)","347587", , , , ,"688","129745","478020"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(02200)","1812", , , , , ,"675","2487"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(02400)","1271047", , , , , ,"473509","1744556"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(02420)","543", , , , , ,"202","745"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(03000)","1314948", , , , , ,"489864","1804812"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(03100)","983585", , , , , ,"366420","1350005"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(03200)","195387", , , , , ,"72788","268175"
"HOSPC","hospc_2013_DATA",34001,"B000000","Line(03400)","124276", , , , , ,"46297","170573"
