"Entity[33695] Report(G000000)", , , , , ,"Entity[33695] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(00100)", ,"200166"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(00400)", ,"425685"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(00500)", ,"16183"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(00800)", ,"22884"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(00900)", ,"43655"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(01100)", ,"708573"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(01300)", ,"940488"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(01500)", ,"6478641"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(01600)", ,"4236841"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(02300)", ,"2263052"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(02700)", ,"5445340"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(02900)", ,"27881"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(03200)", ,"27881"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(03300)", ,"6181794"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(03400)", ,"67561"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(03700)", ,"331639"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(04100)", ,"327897"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(04200)", ,"727097"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(04400)", ,"3533840"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(04800)", ,"27881"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(04900)", ,"3561721"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(05000)", ,"4288818"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(05100)", ,"1892976"
"HOSPC","hospc_2013_DATA",33695,"G000000","Line(05800)", ,"1892976"
"Entity[33695] Report(G100000)", , , , , ,"Entity[33695] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33695,"G100000","Line(00100)", ,"2478959"
"HOSPC","hospc_2013_DATA",33695,"G100000","Line(00200)", ,"-585983"
"HOSPC","hospc_2013_DATA",33695,"G100000","Line(00300)", ,"1892976"
"HOSPC","hospc_2013_DATA",33695,"G100000","Line(01100)", ,"1892976"
"Entity[33695] Report(G200001)", , , , , ,"Entity[33695] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33695,"G200001","Line(00400)", ,"5604001"
"Entity[33695] Report(G200002)", , , , ,"Entity[33695] Report(G200002[0000])","Entity[33695] Report(G200002[0100])","Entity[33695] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(00100)", , ,"152525"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(00200)","NET INTEREST EXPENSE","196188"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(00300)","OTHER FACILITIES","6929252"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(00800)", , ,"7125440"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(00900)","GRANTS AND DONATIONS","202880"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(01000)","MANAGEMENT SERVICES","789839"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(01100)","OTHER REVENUE","95262"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(01400)", , ,"1087981"
"HOSPC","hospc_2013_DATA",33695,"G200002","Line(01500)", , ,"6189984"
