"Entity[34055] Report(B000000)", , , , ,"Entity[34055] Report(B000000[0000])","Entity[34055] Report(B000000[0100])", , , ,"Entity[34055] Report(B000000[0500])","Entity[34055] Report(B000000[0600])","Entity[34055] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(00100)","15389","15389"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(00500)","5667", , , , ,"5667"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(00600)","566825","15389", , , ,"5667","587881"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(01000)","99354", , , , , ,"73551","172905"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(01500)","30590", , , , , ,"22645","53235"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(01600)","254537", , , , , ,"188431","442968"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(01700)","5000", , , , , ,"3701","8701"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(02000)","27683", , , , , ,"20493","48176"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(02100)","32596", , , , , ,"24130","56726"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(02200)","2500", , , , , ,"1851","4351"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(02400)","127467", , , , , ,"94363","221830"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(03000)","140214", , , , , ,"103799","244013"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(03100)","36161", , , , , ,"26770","62931"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(03400)","1010", , , , , ,"748","1758"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(03500)","36161", , , , , ,"26770","62931"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(05000)","500", , , , , ,"370","870"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(05100)","250", , , , , ,"185","435"
"HOSPC","hospc_2013_DATA",34055,"B000000","Line(05200)","100", , , , , ,"74","174"
"Entity[34055] Report(B10000*)", , , , , ,"Entity[34055] Report(B10000*[0100])", , , ,"Entity[34055] Report(B10000*[0500])","Entity[34055] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34055,"B10000*","Line(00100)", ,"CAPITAL", , , ,"VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34055,"B10000*","Line(00200)", ,"BLDGS &", , , ,"SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34055,"B10000*","Line(00300)", ,"FIXTURES", , , ,"COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34055,"B10000*","Line(00400)", ,"SQUARE", , , ,"HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",34055,"B10000*","Line(00500)", ,"FEET", , , ,"SERVICE","COSTS"
"Entity[34055] Report(B100000)", , , , , ,"Entity[34055] Report(B100000[0100])", , , ,"Entity[34055] Report(B100000[0500])","Entity[34055] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(00100)", ,"800"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(00500)", , , , , ,"100"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(00600)", ,"800", , , ,"100","794123"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(01000)", , , , , , ,"99354"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(01500)", , , , , , ,"30590"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(01600)", , , , , , ,"254537"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(01700)", , , , , , ,"5000"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(02000)", , , , , , ,"27683"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(02100)", , , , , , ,"32596"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(02200)", , , , , , ,"2500"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(02400)", , , , , , ,"127467"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(03000)", , , , , , ,"140214"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(03100)", , , , , , ,"36161"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(03400)", , , , , , ,"1010"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(03500)", , , , , , ,"36161"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(05000)", , , , , , ,"500"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(05100)", , , , , , ,"250"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(05200)", , , , , , ,"100"
"HOSPC","hospc_2013_DATA",34055,"B100000","Line(10000)", ,"15389", , , ,"5667","587881"
