"Entity[34055] Report(G000000)", , , , , ,"Entity[34055] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(00100)", ,"49723"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(01100)", ,"49723"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(01200)", ,"2"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(01500)", ,"241092"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(01900)", ,"40824"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(02000)", ,"22529"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(02700)", ,"259389"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(03300)", ,"309112"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(05100)", ,"309112"
"HOSPC","hospc_2013_DATA",34055,"G000000","Line(05800)", ,"309112"
"Entity[34055] Report(G100000)", , , , ,"Entity[34055] Report(G100000[0000])","Entity[34055] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(00100)", ,"232904"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(00200)", ,"76208"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(00300)", ,"309112"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(01100)", ,"309112"
"HOSPC","hospc_2013_DATA",34055,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[34055] Report(G200001)", , , , , ,"Entity[34055] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34055,"G200001","Line(00300)", ,"1458212"
"Entity[34055] Report(G200002)", , , , ,"Entity[34055] Report(G200002[0000])", ,"Entity[34055] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34055,"G200002","Line(00100)", , ,"1382004"
"HOSPC","hospc_2013_DATA",34055,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",34055,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",34055,"G200002","Line(01500)", , ,"1382004"
