"Entity[34055] Report(D000000)", , , , , ,"Entity[34055] Report(D000000[0100])", ,"Entity[34055] Report(D000000[0300])","Entity[34055] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00100)", , , , ,"1382004"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00200)", , , , ,"8719"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00300)", , , , ,"159"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00400)", ,"7505"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00500)", ,"1189543"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00800)", ,"92"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(00900)", ,"14582"
"HOSPC","hospc_2013_DATA",34055,"D000000","Line(01200)", , , ,"1214"
