"Entity[33981] Report(B000000)", , , , ,"Entity[33981] Report(B000000[0000])","Entity[33981] Report(B000000[0100])","Entity[33981] Report(B000000[0200])","Entity[33981] Report(B000000[0300])","Entity[33981] Report(B000000[0400])","Entity[33981] Report(B000000[0500])","Entity[33981] Report(B000000[0600])","Entity[33981] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00100)","54591","54591"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00200)","18169", ,"18169"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00300)","32527", , ,"32527"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00400)","87262", , , ,"87262"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00500)", ,"4874","1622","2904", ,"9400"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(00600)","742882","29245","9734","17425","21815","9400","830501"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(01600)","733177","19302","6424","11501","65447", ,"562458","1398309"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(01700)","6246", , , , , ,"4203","10449"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(02100)","62967", , , , , ,"42372","105339"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(02300)","87805","1170","389","697", , ,"60604","150665"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(03000)","124548", , , , , ,"83811","208359"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(03100)","75598", , , , , ,"50871","126469"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(03200)","1584", , , , , ,"1066","2650"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(03400)","3477", , , , , ,"2340","5817"
"HOSPC","hospc_2013_DATA",33981,"B000000","Line(05000)","33846", , , , , ,"22776","56622"
"Entity[33981] Report(B10000*)", , , , , ,"Entity[33981] Report(B10000*[0100])","Entity[33981] Report(B10000*[0200])","Entity[33981] Report(B10000*[0300])","Entity[33981] Report(B10000*[0400])","Entity[33981] Report(B10000*[0500])","Entity[33981] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33981,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",33981,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",33981,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",33981,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",33981,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[33981] Report(B100000)", , , , , ,"Entity[33981] Report(B100000[0100])","Entity[33981] Report(B100000[0200])","Entity[33981] Report(B100000[0300])","Entity[33981] Report(B100000[0400])","Entity[33981] Report(B100000[0500])","Entity[33981] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00100)", ,"2240"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00200)", , ,"2240"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00300)", , , ,"2240"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00400)", , , , ,"87261"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00500)", ,"200","200","200", ,"9400"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(00600)", ,"1200","1200","1200","21815","9400","1234178"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(01600)", ,"792","792","792","65446", ,"835851"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(01700)", , , , , , ,"6246"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(02100)", , , , , , ,"62967"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(02300)", ,"48","48","48", , ,"90061"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(03000)", , , , , , ,"124548"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(03100)", , , , , , ,"75598"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(03200)", , , , , , ,"1584"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(03400)", , , , , , ,"3477"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(05000)", , , , , , ,"33846"
"HOSPC","hospc_2013_DATA",33981,"B100000","Line(10000)", ,"54591","18169","32527","87262","9400"
