"Entity[33981] Report(G000000)", , , , , ,"Entity[33981] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(00100)", ,"199818"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(00400)", ,"679667"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(00500)", ,"70"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(00600)", ,"3968"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(00800)", ,"3058"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(01000)", ,"27694"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(01100)", ,"906339"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02100)", ,"28763"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02200)", ,"2397"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02300)", ,"21634"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02400)", ,"14463"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02600)", ,"23523"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(02700)", ,"57060"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(03300)", ,"963399"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(03400)", ,"212314"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(03500)", ,"34984"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(03600)", ,"15012"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(04000)", ,"568"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(04200)", ,"262878"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(05000)", ,"262878"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(05100)", ,"201558"
"HOSPC","hospc_2013_DATA",33981,"G000000","Line(05800)", ,"201558"
"Entity[33981] Report(G100000)", , , , ,"Entity[33981] Report(G100000[0000])","Entity[33981] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(00100)", ,"3413408"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(00200)", ,"637973"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(00300)", ,"4051381"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(01100)", ,"4051381"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(01300)","RETAINED EARNINGS","3136440"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(01400)","DISTRIBUTIONS","713383"
"HOSPC","hospc_2013_DATA",33981,"G100000","Line(01800)", ,"3849823"
"Entity[33981] Report(G200001)", , , , , ,"Entity[33981] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33981,"G200001","Line(00200)", ,"2180977"
"HOSPC","hospc_2013_DATA",33981,"G200001","Line(00300)", ,"713059"
"HOSPC","hospc_2013_DATA",33981,"G200001","Line(00400)", ,"30"
"Entity[33981] Report(G200002)", , , , ,"Entity[33981] Report(G200002[0000])", ,"Entity[33981] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33981,"G200002","Line(00100)", , ,"2256093"
"HOSPC","hospc_2013_DATA",33981,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33981,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33981,"G200002","Line(01500)", , ,"2256093"
