"Entity[33478] Report(D000000)", , , , , ,"Entity[33478] Report(D000000[0100])","Entity[33478] Report(D000000[0200])", ,"Entity[33478] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00100)", , , , ,"511440"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00200)", , , , ,"2228"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00300)", , , , ,"230"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00400)", ,"2107"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00500)", ,"483662"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00600)", , ,"121"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00700)", , ,"27776"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00800)", ,"1753"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(00900)", ,"402401"
"HOSPC","hospc_2013_DATA",33478,"D000000","Line(01000)", , ,"121"
