"Entity[34086] Report(B000000)", , , , ,"Entity[34086] Report(B000000[0000])","Entity[34086] Report(B000000[0100])", , , , ,"Entity[34086] Report(B000000[0600])","Entity[34086] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(00100)","81511","81511"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(00600)","1303005","81511", , , , ,"1384516"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(01500)","104031", , , , , ,"253530","357561"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(01600)","167954", , , , , ,"409313","577267"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(01700)","2235", , , , , ,"5447","7682"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(02000)","11200", , , , , ,"27295","38495"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(02100)","6655", , , , , ,"16219","22874"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(03000)","155852", , , , , ,"379821","535673"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(03100)","27639", , , , , ,"67358","94997"
"HOSPC","hospc_2013_DATA",34086,"B000000","Line(05300)","92543", , , , , ,"225533","318076"
"Entity[34086] Report(B10000*)", , , , , ,"Entity[34086] Report(B10000*[0100])", , , , ,"Entity[34086] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34086,"B10000*","Line(00100)", ,"CAPITAL", , , , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",34086,"B10000*","Line(00200)", ,"BLDGS &", , , , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",34086,"B10000*","Line(00300)", ,"FIXTURES", , , , ,"GENERAL"
"HOSPC","hospc_2013_DATA",34086,"B10000*","Line(00400)", ,"SQUARE", , , , ,"ACCUM."
"HOSPC","hospc_2013_DATA",34086,"B10000*","Line(00500)", ,"FEET", , , , ,"COSTS"
"Entity[34086] Report(B100000)", , , , , ,"Entity[34086] Report(B100000[0100])", , , , ,"Entity[34086] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(00600)", ,"100", , , , ,"568109"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(01500)", , , , , , ,"104031"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(01600)", , , , , , ,"167954"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(01700)", , , , , , ,"2235"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(02000)", , , , , , ,"11200"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(02100)", , , , , , ,"6655"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(03000)", , , , , , ,"155852"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(03100)", , , , , , ,"27639"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(05300)", , , , , , ,"92543"
"HOSPC","hospc_2013_DATA",34086,"B100000","Line(10000)", ,"81511", , , , ,"1384516"
