"Entity[33874] Report(D000000)", , , , , ,"Entity[33874] Report(D000000[0100])","Entity[33874] Report(D000000[0200])","Entity[33874] Report(D000000[0300])","Entity[33874] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00100)", , , , ,"1472251"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00200)", , , , ,"9546"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00300)", , , , ,"154"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00400)", ,"9008"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00500)", ,"1389304"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00600)", , ,"7"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00700)", , ,"1080"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00800)", ,"1485"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(00900)", ,"229032"
"HOSPC","hospc_2013_DATA",33874,"D000000","Line(01200)", , , ,"531"
