"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36421","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36421] Report(S000000[0100])","Entity[36421] Report(S000000[0200])","Entity[36421] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S000000","Line(00100)", ,"1","06/09/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36421","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36421] Report(S100000[0100])","Entity[36421] Report(S100000[0200])","Entity[36421] Report(S100000[0300])","Entity[36421] Report(S100000[0400])","Entity[36421] Report(S100000[0500])","Entity[36421] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00100)", ,"SOUTHERNCARE STAUNTON","420 NEFF AVENUE   SUITE 110","HARRISONBURG","VA","22801", , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00200)", ,"ROCKINGHAM", , , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00300)", ,"02/28/2007", , , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00400)", ,"02/28/2007","02/28/2007", , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00600)", ,"491590", , , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00800)", ,"6", , , , ,"6", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(00900)", ,"15167","446","5020","300","569","16182", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01000)", ,"36", ,"36", , ,"36", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01100)", ,"3", , , , ,"3", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01200)", ,"15212","446","5056","300","569","16227", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01300)", ,"174","8","60","6","12","194", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01400)", ,"75", , , , ,"75", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01500)", ,"87","56","84","50","47","84", , , , , , , , , 
"hospc_2013_DATA",36421,"S100000","Line(01600)", ,"145","8","61","6","8","161", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
