"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34450","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34450] Report(S000000[0100])","Entity[34450] Report(S000000[0200])","Entity[34450] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S000000","Line(00100)", ,"1","05/09/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34450","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34450] Report(S100000[0100])","Entity[34450] Report(S100000[0200])","Entity[34450] Report(S100000[0300])","Entity[34450] Report(S100000[0400])","Entity[34450] Report(S100000[0500])","Entity[34450] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00100)", ,"HOSPICE OF THE RED RIVER VALLEY","1701 38TH ST S  SUITE 101","FARGO","ND","58103-4499", , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00200)", ,"CASS COUNTY", , , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00300)", ,"11/15/1978", , , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00400)", ,"11/17/1983","11/17/1983", , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00600)", ,"351500", , , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00700)", ,"2", , , , , , , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00800)", ,"157","12","32","1","41","210", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(00900)", ,"93732","1880","57687","669","5355","100967", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01000)", ,"339", ,"172", ,"25","364", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01100)", ,"92", , , ,"5","97", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01200)", ,"94320","1892","57891","670","5426","101638", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01300)", ,"1442","42","821","15","141","1625", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01400)", ,"2723", ,"481", , ,"2723", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01500)", ,"65","45","71","45","38","63", , , , , , , , , 
"hospc_2013_DATA",34450,"S100000","Line(01600)", ,"1166","38","724","15","115","1319", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
