"Entity[34100] Report(D000000)", , , , , ,"Entity[34100] Report(D000000[0100])","Entity[34100] Report(D000000[0200])","Entity[34100] Report(D000000[0300])","Entity[34100] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00100)", , , , ,"11133029"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00200)", , , , ,"61882"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00300)", , , , ,"180"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00400)", ,"49817"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00500)", ,"8962576"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00600)", , ,"2690"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00700)", , ,"483958"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00800)", ,"10289"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(00900)", ,"1851094"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(01000)", , ,"83"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(01100)", , ,"14933"
"HOSPC","hospc_2013_DATA",34100,"D000000","Line(01200)", , , ,"9375"
