"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33939","G000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , 
"-------------","-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , 
"-------------","-------------","-------------", ,"","","1","2","3","4", , 
"-------------","-------------","-------------", ,"","CURRENT  ASSETS","","","","", , 
 , , , , , , , , , , , 
"Entity[33939] Report(G000000)", , , , , ,"Entity[33939] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(00100)", ,"137351"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(00400)", ,"485609"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(01100)", ,"622960"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(01900)", ,"97191"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02000)", ,"77104"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02100)", ,"161880"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02200)", ,"90243"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02300)", ,"101645"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02400)", ,"126578"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02700)", ,"66791"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(02800)", ,"11470"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(03200)", ,"11470"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(03300)", ,"701221"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(03400)", ,"51104"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(03500)", ,"107768"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(03600)", ,"6077"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(04100)", ,"21777"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(04200)", ,"186726"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(04400)", ,"305470"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(04601)", ,"5000"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(04900)", ,"310470"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(05000)", ,"497196"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(05100)", ,"204025"
"HOSPC","hospc_2013_DATA",33939,"G000000","Line(05800)", ,"204025"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33939","G100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", 
"-------------","-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", 
"-------------","-------------","-------------", ,"","","","1","2","3","4", 
 , , , , , , , , , , , 
"Entity[33939] Report(G100000)", , , , ,"Entity[33939] Report(G100000[0000])","Entity[33939] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33939,"G100000","Line(00100)", ,"384093"
"HOSPC","hospc_2013_DATA",33939,"G100000","Line(00300)", ,"384093"
"HOSPC","hospc_2013_DATA",33939,"G100000","Line(01100)", ,"384093"
"HOSPC","hospc_2013_DATA",33939,"G100000","Line(01200)","DECREASE","180068"
"HOSPC","hospc_2013_DATA",33939,"G100000","Line(01800)", ,"180068"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
