"Entity[33486] Report(G000000)", , , , , ,"Entity[33486] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(00100)", ,"200"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(00400)", ,"1150042"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(00600)", ,"12821"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(00800)", ,"3333"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(01100)", ,"1140754"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(02300)", ,"25999"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(02400)", ,"14184"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(02700)", ,"11815"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(03300)", ,"1152569"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(03400)", ,"84601"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(03500)", ,"56084"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(03600)", ,"2885"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(04100)", ,"15755"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(04200)", ,"159325"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(04700)", ,"-1793216"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(04900)", ,"-1793216"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(05000)", ,"-1633891"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(05100)", ,"2786460"
"HOSPC","hospc_2013_DATA",33486,"G000000","Line(05800)", ,"2786460"
"Entity[33486] Report(G100000)", , , , , ,"Entity[33486] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33486,"G100000","Line(00100)", ,"2532703"
"HOSPC","hospc_2013_DATA",33486,"G100000","Line(00200)", ,"253757"
"HOSPC","hospc_2013_DATA",33486,"G100000","Line(00300)", ,"2786460"
"HOSPC","hospc_2013_DATA",33486,"G100000","Line(01100)", ,"2786460"
"Entity[33486] Report(G200001)", , , , , ,"Entity[33486] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33486,"G200001","Line(00100)", ,"710628"
"Entity[33486] Report(G200002)", , , , , , ,"Entity[33486] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33486,"G200002","Line(00100)", , ,"456871"
"HOSPC","hospc_2013_DATA",33486,"G200002","Line(01500)", , ,"456871"
