"Entity[33903] Report(G000000)", , , , , ,"Entity[33903] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(00100)", ,"128216"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(00400)", ,"424125"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(00800)", ,"18466"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(00900)", ,"17819"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(01100)", ,"588626"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(01200)", ,"462202"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(01500)", ,"2805959"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(01600)", ,"642842"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(02300)", ,"393039"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(02400)", ,"227850"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(02700)", ,"2790508"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(03100)", ,"74259"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(03200)", ,"74259"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(03300)", ,"3453393"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(03400)", ,"99849"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(03500)", ,"143537"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(04100)", ,"57482"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(04200)", ,"300868"
"HOSPC","hospc_2013_DATA",33903,"G000000","Line(05100)", ,"3152525"
"Entity[33903] Report(G100000)", , , , ,"Entity[33903] Report(G100000[0000])","Entity[33903] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(00100)", ,"3233484"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(00200)", ,"-80957"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(00300)", ,"3152527"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(01100)", ,"3152527"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(01200)","ROUNDING","2"
"HOSPC","hospc_2013_DATA",33903,"G100000","Line(01800)", ,"2"
"Entity[33903] Report(G200001)", , , , , ,"Entity[33903] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33903,"G200001","Line(00300)", ,"1073345"
"HOSPC","hospc_2013_DATA",33903,"G200001","Line(00400)", ,"442477"
"Entity[33903] Report(G200002)", , , , ,"Entity[33903] Report(G200002[0000])","Entity[33903] Report(G200002[0100])","Entity[33903] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(00100)", , ,"2508331"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(00200)","BAD DEBTS","64526"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(00300)","OTHER OPERATING REVENUES","11544"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(00800)", , ,"76070"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(00900)","INVESTMENT INCOME","111"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(01000)","TRANSFER FROM SRHC","880000"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(01100)","OTHER INCOME","105291"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(01200)","INVESTMENT GAIN","2220"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(01400)", , ,"987622"
"HOSPC","hospc_2013_DATA",33903,"G200002","Line(01500)", , ,"1596779"
