"Entity[33902] Report(D000000)", , , , , ,"Entity[33902] Report(D000000[0100])","Entity[33902] Report(D000000[0200])","Entity[33902] Report(D000000[0300])","Entity[33902] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00100)", , , , ,"6689074"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00200)", , , , ,"26873"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00300)", , , , ,"249"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00400)", ,"23529"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00500)", ,"5856603"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00600)", , ,"1293"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00700)", , ,"321841"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00800)", ,"950"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(00900)", ,"236465"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(01000)", , ,"239"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(01100)", , ,"59489"
"HOSPC","hospc_2013_DATA",33902,"D000000","Line(01200)", , , ,"2051"
