"Entity[33872] Report(G000000)", , , , , ,"Entity[33872] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(00400)", ,"1287813"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(00600)", ,"39881"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(00800)", ,"19186"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(01100)", ,"1267118"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(01900)", ,"98686"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(02000)", ,"83323"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(02700)", ,"15363"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03100)", ,"13568"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03200)", ,"13568"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03300)", ,"1296049"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03400)", ,"23307"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03500)", ,"507913"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(03600)", ,"12576"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(04000)", ,"150837"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(04100)", ,"16499"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(04200)", ,"711132"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(05000)", ,"711132"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(05100)", ,"584917"
"HOSPC","hospc_2013_DATA",33872,"G000000","Line(05800)", ,"584917"
"Entity[33872] Report(G100000)", , , , , ,"Entity[33872] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(00100)", ,"725720"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(00200)", ,"652652"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(00300)", ,"1378372"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(01100)", ,"1378372"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(01200)", ,"793455"
"HOSPC","hospc_2013_DATA",33872,"G100000","Line(01800)", ,"793455"
"Entity[33872] Report(G200001)", , , , , ,"Entity[33872] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33872,"G200001","Line(00100)", ,"13098509"
"Entity[33872] Report(G200002)", , , , , , ,"Entity[33872] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33872,"G200002","Line(00100)", , ,"12445857"
"HOSPC","hospc_2013_DATA",33872,"G200002","Line(01500)", , ,"12445857"
