"Entity[34041] Report(B000000)", , , , ,"Entity[34041] Report(B000000[0000])","Entity[34041] Report(B000000[0100])","Entity[34041] Report(B000000[0200])","Entity[34041] Report(B000000[0300])", ,"Entity[34041] Report(B000000[0500])","Entity[34041] Report(B000000[0600])","Entity[34041] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34041,"B000000","Line(00100)","297068","297068"
"HOSPC","hospc_2013_DATA",34041,"B000000","Line(00200)","27361", ,"27361"
"HOSPC","hospc_2013_DATA",34041,"B000000","Line(00300)","142242", , ,"142242"
"HOSPC","hospc_2013_DATA",34041,"B000000","Line(00500)","46515","1347","124","645", ,"48631"
"HOSPC","hospc_2013_DATA",34041,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34041,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34041,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34041,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",34041,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[34041] Report(B100000)", , , , , ,"Entity[34041] Report(B100000[0100])","Entity[34041] Report(B100000[0200])","Entity[34041] Report(B100000[0300])", ,"Entity[34041] Report(B100000[0500])","Entity[34041] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00100)", ,"25800"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00200)", , ,"25800"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00300)", , , ,"25800"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00500)", ,"117","117","117", ,"2080"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(00600)", ,"6129","6129","6129", ,"2080","5421896"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(01000)", ,"15800","15800","15800", , ,"1652759"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(01500)", , , , , , ,"265552"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(01600)", ,"1193","1193","1193", , ,"1096038"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(01700)", , , , , , ,"8635"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(02000)", ,"585","585","585", , ,"336568"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(02100)", ,"118","118","118", , ,"128068"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(02400)", ,"551","551","551", , ,"421586"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03030)", , , , , , ,"163204"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03031)", , , , , , ,"29709"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03032)", , , , , , ,"147182"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03100)", , , , , , ,"209370"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03200)", , , , , , ,"72311"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03300)", , , , , , ,"2958"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03400)", , , , , , ,"5263"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03500)", ,"297","297","297", , ,"56595"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03600)", , , , , , ,"36703"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(03900)", , , , , , ,"649"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(05000)", ,"240","240","240", , ,"176191"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(05100)", ,"235","235","235", , ,"11197"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(05200)", ,"107","107","107", , ,"92009"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(05300)", ,"428","428","428", , ,"509349"
"HOSPC","hospc_2013_DATA",34041,"B100000","Line(10000)", ,"297068","27361","142242", ,"48631"
