"Entity[33944] Report(D000000)", , , , , ,"Entity[33944] Report(D000000[0100])","Entity[33944] Report(D000000[0200])","Entity[33944] Report(D000000[0300])","Entity[33944] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00100)", , , , ,"6005005"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00200)", , , , ,"24677"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00300)", , , , ,"243"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00400)", ,"22272"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00500)", ,"5419668"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00600)", , ,"664"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00700)", , ,"161578"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00800)", ,"907"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(00900)", ,"220709"
"HOSPC","hospc_2013_DATA",33944,"D000000","Line(01200)", , , ,"1741"
