"Entity[34095] Report(B000000)", , , , ,"Entity[34095] Report(B000000[0000])","Entity[34095] Report(B000000[0100])","Entity[34095] Report(B000000[0200])","Entity[34095] Report(B000000[0300])", ,"Entity[34095] Report(B000000[0500])","Entity[34095] Report(B000000[0600])","Entity[34095] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(00100)","329249","329249"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(00200)","251498", ,"251498"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(00300)","272231", , ,"272231"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(00500)","209246","3567","2725","2950", ,"218488"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(00600)","2083462","75853","57940","62717", , ,"2279972"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(01000)","721559", , , , , ,"136720","858279"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(01100)","5870", , , , , ,"1112","6982"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(01500)","428091", , , , , ,"81114","509205"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(01600)","5256843","217418","166076","179766", , ,"1102779","6922882"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(01700)","2449", , , , , ,"464","2913"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(02000)","721222","10035","7665","8297", , ,"141582","888801"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(02200)","516", , , , , ,"98","614"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(02300)","154579","876","669","724", , ,"29719","186567"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(02400)","933232", , , , , ,"176827","1110059"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03000)","998891", , , , , ,"189268","1188159"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03100)","566579", , , , , ,"107354","673933"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03200)","41016", , , , , ,"7772","48788"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03300)","4486", , , , , ,"850","5336"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03400)","5775", , , , , ,"1094","6869"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03500)","229824","10581","8083","8749", , ,"48741","305978"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03600)","11394", , , , , ,"2159","13553"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(03900)","23484", , , , , ,"4450","27934"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(05000)","150818","876","669","724", , ,"29007","182094"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(05200)","80378", , , , , ,"15230","95608"
"HOSPC","hospc_2013_DATA",34095,"B000000","Line(05300)","830194","10043","7671","8304", ,"218488","203632","1278332"
"Entity[34095] Report(B10000*)", , , , , ,"Entity[34095] Report(B10000*[0100])","Entity[34095] Report(B10000*[0200])","Entity[34095] Report(B10000*[0300])","Entity[34095] Report(B10000*[0400])","Entity[34095] Report(B10000*[0500])","Entity[34095] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34095,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34095,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34095,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34095,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",34095,"B10000*","Line(00500)", ,"FEET","FEET","FEET", , ,"COSTS"
"Entity[34095] Report(B100000)", , , , , ,"Entity[34095] Report(B100000[0100])","Entity[34095] Report(B100000[0200])","Entity[34095] Report(B100000[0300])", ,"Entity[34095] Report(B100000[0500])","Entity[34095] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00100)", ,"40980"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00200)", , ,"40980"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00300)", , , ,"40980"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00500)", ,"444","444","444", ,"4160"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(00600)", ,"9441","9441","9441", , ,"12032914"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(01000)", , , , , , ,"721559"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(01100)", , , , , , ,"5870"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(01500)", , , , , , ,"428091"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(01600)", ,"27061","27061","27061", , ,"5820103"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(01700)", , , , , , ,"2449"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(02000)", ,"1249","1249","1249", , ,"747219"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(02200)", , , , , , ,"516"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(02300)", ,"109","109","109", , ,"156848"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(02400)", , , , , , ,"933232"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03000)", , , , , , ,"998891"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03100)", , , , , , ,"566579"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03200)", , , , , , ,"41016"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03300)", , , , , , ,"4486"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03400)", , , , , , ,"5775"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03500)", ,"1317","1317","1317", , ,"257237"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03600)", , , , , , ,"11394"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(03900)", , , , , , ,"23484"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(05000)", ,"109","109","109", , ,"153087"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(05200)", , , , , , ,"80378"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(05300)", ,"1250","1250","1250", ,"4160","1074700"
"HOSPC","hospc_2013_DATA",34095,"B100000","Line(10000)", ,"329249","251498","272231", ,"218488"
