"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35548","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35548] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(00100)", ,"52552", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(00400)", ,"379788", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(00600)", ,"62706", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(00900)", ,"950318", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(01100)", ,"1319952", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(01700)", ,"165566", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(02300)", ,"530610", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(02400)", ,"594222", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(02700)", ,"101954", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(03100)", ,"702", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(03200)", ,"702", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(03300)", ,"1422608", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(03400)", ,"292573", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(04100)", ,"1144508", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(04200)", ,"1437081", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(04400)", ,"362766", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(04700)", ,"7536907", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(04900)", ,"7899673", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(05000)", ,"9336754", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(05100)", ,"-7914146", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G000000","Line(05800)", ,"-7914146", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35548","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35548] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G100000","Line(00100)", ,"-5655469", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G100000","Line(00200)", ,"-2258677", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G100000","Line(00300)", ,"-7914146", , , , , , , , , , , , , , 
"hospc_2013_DATA",35548,"G100000","Line(01100)", ,"-7914146", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
