"Entity[34096] Report(B000000)", , , , ,"Entity[34096] Report(B000000[0000])","Entity[34096] Report(B000000[0100])", , , , ,"Entity[34096] Report(B000000[0600])","Entity[34096] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(00100)","22820","22820"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(00600)","480769","22820", , , , ,"503589"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(01100)","248474", , , , , ,"184379","432853"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(01600)","186074", , , , , ,"138076","324150"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(02000)","55518", , , , , ,"41197","96715"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(02400)","105947", , , , , ,"78618","184565"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(03000)","23730", , , , , ,"17609","41339"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(03100)","54165", , , , , ,"40193","94358"
"HOSPC","hospc_2013_DATA",34096,"B000000","Line(03500)","4740", , , , , ,"3517","8257"
"Entity[34096] Report(B10000*)", , , , , ,"Entity[34096] Report(B10000*[0100])", , , , ,"Entity[34096] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34096,"B10000*","Line(00100)", ,"CAPITAL", , , , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",34096,"B10000*","Line(00200)", ,"BLDGS &", , , , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",34096,"B10000*","Line(00300)", ,"FIXTURES", , , , ,"GENERAL"
"HOSPC","hospc_2013_DATA",34096,"B10000*","Line(00400)", ,"SQUARE", , , , ,"ACCUM."
"HOSPC","hospc_2013_DATA",34096,"B10000*","Line(00500)", ,"FEET", , , , ,"COSTS"
"Entity[34096] Report(B100000)", , , , , ,"Entity[34096] Report(B100000[0100])", , , , ,"Entity[34096] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(00600)", ,"100", , , , ,"678648"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(01100)", , , , , , ,"248474"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(01600)", , , , , , ,"186074"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(02000)", , , , , , ,"55518"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(02400)", , , , , , ,"105947"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(03000)", , , , , , ,"23730"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(03100)", , , , , , ,"54165"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(03500)", , , , , , ,"4740"
"HOSPC","hospc_2013_DATA",34096,"B100000","Line(10000)", ,"22820", , , , ,"503589"
