"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34109","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34109] Report(D000000[0100])","Entity[34109] Report(D000000[0200])","Entity[34109] Report(D000000[0300])","Entity[34109] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00100)", , , , ,"2206966", , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00200)", , , , ,"19251", , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00300)", , , , ,"115", , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00400)", ,"15632", , , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00500)", ,"1792052", , , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00600)", , ,"2287", , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00700)", , ,"262182", , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00800)", ,"5689", , , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(00900)", ,"652187", , , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(01000)", , ,"761", , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(01100)", , ,"87241", , , , , , , , , , , , , 
"hospc_2013_DATA",34109,"D000000","Line(01200)", , , ,"1332", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
