"Entity[34005] Report(G000000)", , , , , ,"Entity[34005] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(00100)", ,"349721"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(00400)", ,"12617358"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(00900)", ,"9120301"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(01100)", ,"22087380"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(01900)", ,"16022527"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(02700)", ,"16022527"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(03100)", ,"16876032"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(03200)", ,"16876032"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(03300)", ,"54985939"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(03400)", ,"6189285"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(03700)", ,"518664"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(04100)", ,"19455200"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(04200)", ,"26163149"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(04700)", ,"2274433"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(04900)", ,"2274433"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(05000)", ,"28437582"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(05100)", ,"26546357"
"HOSPC","hospc_2013_DATA",34005,"G000000","Line(05800)", ,"26546357"
"Entity[34005] Report(G100000)", , , , ,"Entity[34005] Report(G100000[0000])","Entity[34005] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(00100)", ,"27341673"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(00200)", ,"-795316"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(00300)", ,"26546357"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(01100)", ,"26546357"
"HOSPC","hospc_2013_DATA",34005,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[34005] Report(G200001)", , , , , ,"Entity[34005] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34005,"G200001","Line(00300)", ,"82923483"
"HOSPC","hospc_2013_DATA",34005,"G200001","Line(00400)", ,"685365"
"Entity[34005] Report(G200002)", , , , ,"Entity[34005] Report(G200002[0000])","Entity[34005] Report(G200002[0100])","Entity[34005] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00100)", , ,"11761275"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00200)","OTHER HOMECARE COSTS","73264538"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00400)","PENSION RELATED CHANGES"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00500)","NET ASSETS TRANSFERRED-RELATED","2177948"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00800)", , ,"75442486"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(00900)","CHANGE IN UNREALIZED GAIN ON INV","2080522"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(01000)","PENSION RELATED CHANGES","719075"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(01400)", , ,"2799597"
"HOSPC","hospc_2013_DATA",34005,"G200002","Line(01500)", , ,"84404164"
