"Entity[33935] Report(B000000)", , , , ,"Entity[33935] Report(B000000[0000])","Entity[33935] Report(B000000[0100])","Entity[33935] Report(B000000[0200])","Entity[33935] Report(B000000[0300])", , ,"Entity[33935] Report(B000000[0600])","Entity[33935] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(00100)","12700","12700"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(00200)","3098", ,"3098"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(00300)","9949", , ,"9949"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(00600)","808651","12700","3098","9949", , ,"834398"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(01500)","8550", , , , , ,"15372","23922"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(01600)","95037", , , , , ,"170863","265900"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(02000)","54671", , , , , ,"98291","152962"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(02400)","97724", , , , , ,"175693","273417"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(03000)","39021", , , , , ,"70154","109175"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(03100)","78758", , , , , ,"141596","220354"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(03500)","80467", , , , , ,"144668","225135"
"HOSPC","hospc_2013_DATA",33935,"B000000","Line(05300)","9879", , , , , ,"17761","27640"
"Entity[33935] Report(B10000*)", , , , , ,"Entity[33935] Report(B10000*[0100])","Entity[33935] Report(B10000*[0200])","Entity[33935] Report(B10000*[0300])", , ,"Entity[33935] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33935,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT", , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",33935,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &", , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",33935,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.", , ,"GENERAL"
"HOSPC","hospc_2013_DATA",33935,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE", , ,"ACCUM."
"HOSPC","hospc_2013_DATA",33935,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", , ,"COSTS"
"Entity[33935] Report(B100000)", , , , , ,"Entity[33935] Report(B100000[0100])","Entity[33935] Report(B100000[0200])","Entity[33935] Report(B100000[0300])", , ,"Entity[33935] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(00200)", , ,"100"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(00300)", , , ,"100"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(00600)", ,"100","100","100", , ,"464107"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(01500)", , , , , , ,"8550"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(01600)", , , , , , ,"95037"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(02000)", , , , , , ,"54671"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(02400)", , , , , , ,"97724"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(03000)", , , , , , ,"39021"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(03100)", , , , , , ,"78758"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(03500)", , , , , , ,"80467"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(05300)", , , , , , ,"9879"
"HOSPC","hospc_2013_DATA",33935,"B100000","Line(10000)", ,"12700","3098","9949", , ,"834398"
