"Entity[33935] Report(G000000)", , , , , ,"Entity[33935] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(00400)", ,"203849"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(00700)", ,"3538"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(00800)", ,"588"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(01100)", ,"207975"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(03300)", ,"207975"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(03500)", ,"3000"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(04000)", ,"1170378"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(04200)", ,"1173378"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(05000)", ,"1173378"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(05100)", ,"-965403"
"HOSPC","hospc_2013_DATA",33935,"G000000","Line(05800)", ,"-965403"
"Entity[33935] Report(G100000)", , , , ,"Entity[33935] Report(G100000[0000])","Entity[33935] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(00100)", ,"-729689"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(00200)", ,"-235714"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(00300)", ,"-965403"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(01100)", ,"-965403"
"HOSPC","hospc_2013_DATA",33935,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[33935] Report(G200001)", , , , , ,"Entity[33935] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33935,"G200001","Line(00300)", ,"1062473"
"Entity[33935] Report(G200002)", , , , ,"Entity[33935] Report(G200002[0000])", ,"Entity[33935] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33935,"G200002","Line(00100)", , ,"1298187"
"HOSPC","hospc_2013_DATA",33935,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33935,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33935,"G200002","Line(01500)", , ,"1298187"
