"Entity[34012] Report(D000000)", , , , , ,"Entity[34012] Report(D000000[0100])","Entity[34012] Report(D000000[0200])","Entity[34012] Report(D000000[0300])","Entity[34012] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00100)", , , , ,"2181100"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00200)", , , , ,"11983"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00300)", , , , ,"182"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00400)", ,"9976"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00500)", ,"1815832"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00600)", , ,"923"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00700)", , ,"168004"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00800)", ,"19"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(00900)", ,"3458"
"HOSPC","hospc_2013_DATA",34012,"D000000","Line(01200)", , , ,"1084"
